anime_id,genres,name,type,episodes,aired,producers,licensors,studios,source,duration,rating,synopsis,image_url
13759,"Slice of Life, Comedy, Drama, Romance, School",さくら荘のペットな彼女,TV,24,"Oct 9, 2012 to Mar 26, 2013","Frontier Works, Genco, Media Factory, Animax, Mainichi Broadcasting System, ASCII Media Works, Sony Music Communications",Sentai Filmworks,J.C.Staff,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,"At Suimei High, the Sakura-sou dormitory is infamous for housing the school's most notorious delinquents. Thus, when the relatively tame Sorata Kanda is transferred to the dorm, escaping this insane asylum becomes his foremost goal. Trapped there for the time being, he must learn how to deal with his fellow residents, including bubbly animator Misaki Kamiigusa, charming playboy writer Jin Mitaka, and the ever-reclusive Ryuunosuke Akasaka. Surrounded by weirdness, Sorata frequently finds respite in his interactions with his one ""normal"" friend, aspiring voice actress Nanami Aoyama.

When Mashiro Shiina—a new foreign exchange student—joins the dormitory, Sorata is instantly enraptured by her beauty. Underneath her otherworldly appearance, Mashiro is an autistic savant, capable of world-renowned brilliance in her art, yet unable to perform simple daily tasks. After Sorata ends up in charge of taking care of Mashiro, the two inevitably grow closer, with Sorata's initial desire to escape the dormitory becoming a forgotten goal.

Despite their eccentricities, every resident is incredible in their own field, leaving Sorata to contend with his own lack of any particular skill. With brilliance all around him, he thus strives to become an equal to their talent. Revolving around the hardships and joys of its colorful cast, Sakura-sou no Pet na Kanojo is a heartwarming coming-of-age tale of friendship, love, ambition, and heartbreak—through the lens of an ordinary person surrounded by the extraordinary.",https://cdn.myanimelist.net/images/anime/4/43643.jpg
11021,"Action, Military, Sci-Fi, Mecha",マブラヴ オルタネイティヴ トータル・イクリプス,TV,24,"Jul 2, 2012 to Dec 24, 2012","TV Tokyo, Avex Entertainment, AT-X, Magic Capsule, Nippon Cultural Broadcasting",Sentai Filmworks,"Satelight, ixtl",Visual novel,24 min. per ep.,R+ - Mild Nudity,"In 1973, following the ruthless six-year-long Lunar War, the hostile alien species known as the BETA—Beings of Extra Terrestrial origin which are Adversary of the human race—invaded Earth, killing billions and decimating Eurasia. While BETA can be destroyed with conventional weapons, their laser-class is able to wipe out entire aircraft fleets, forcing mankind to develop giant combat suits called Tactical Surface Fighters (TSF) to combat them.
    
When the BETA reach Japan in 1998, military school student and TSF pilot—or eishi—Yui Takamura is ordered to defend Kyoto's last line of defense with her fellow classmates. At the cost of countless human lives and the sacrifice of Yui's friends, the Japanese Imperial Army manages to repel the invaders, leaving destruction in its wake. However, this encounter leaves Yui determined to never again allow something like this to occur.
    
Three years later, now a lieutenant, Yui joins the XFJ project, an Alaska-based Japan-American TSF development program. In an international team composed of the uncooperative Japanese-American test pilot Yuuya Bridges and various eishi from countries lost to the BETA, Yui's task is to help develop the new Japanese TSF Shiranui. Amidst political tensions inherited from the Cold War, Muv-Luv Alternative: Total Eclipse follows Yui's delicate mission and Yuuya's journey to overcome the demons of the past that still haunt him.",https://cdn.myanimelist.net/images/anime/3/44462.jpg
20899,"Action, Adventure, Supernatural, Drama, Shounen",ジョジョの奇妙な冒険 スターダストクルセイダース,TV,24,"Apr 5, 2014 to Sep 13, 2014","Yomiko Advertising, Warner Bros. Japan, Kamikaze Douga, KlockWorx, Shueisha",VIZ Media,David Production,Manga,24 min. per ep.,R - 17+ (violence & profanity),"Years after an ancient evil was salvaged from the depths of the sea, Joutarou Kuujou sits peacefully within a Japanese jail cell. He's committed no crime yet demands he not be released, believing he's been possessed by an evil spirit capable of harming those around him. Concerned for her son, Holly Kuujou asks her father, Joseph Joestar, to convince Joutarou to leave the prison. Joseph informs his grandson that the ""evil spirit"" is in fact something called a ""Stand,"" the physical manifestation of one's fighting spirit which can adopt a variety of deadly forms. After a fiery brawl with Joseph's friend Mohammed Avdol, Joutarou is forced out of his cell and begins learning how to control the power of his Stand.

However, when a Stand awakens within Holly and threatens to consume her in 50 days, Joutarou, his grandfather, and their allies must seek out and destroy the immortal vampire responsible for her condition. They must travel halfway across the world to Cairo, Egypt and along the way, do battle with ferocious Stand users set on thwarting them. If Joutarou and his allies fail in their mission, humanity is destined for a grim fate.",https://cdn.myanimelist.net/images/anime/11/55267.jpg
567,"Action, Sci-Fi, Mystery, Psychological, Mecha",THEビッグオー,TV,26,"Oct 13, 1999 to Mar 27, 2003",Bandai Visual,"Bandai Entertainment, Sentai Filmworks",Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,"Paradigm City, a city of amnesia and a place of belonging. It remains populated by forgotten pasts and the ruins of their labors due to a calamity 40 years ago. Shrouded in a fog-like mystery, it is up to people like Roger Smith to shine a light through the mist. Acting as a professional negotiator and suave agent, Roger is a self-tailored ladies man whose only love is for funeral black. However, as he gets deeply involved with his clients, what often starts as a simple negotiation evolves into Roger saving Paradigm from crime and peril.

In the process, Roger stumbles even deeper into the untold folds of the city. As a rule, things are hardly ever as they appear. Serving as gray knight in a gray world, Roger is not without allies. By his side are Norman, a loyal and widely skilled butler, and Dorothy, a human-like android with deadpan snark. Together with the relic Big O, a jet-black mecha of gargantuan size and weight, they help Roger serve iron justice to Paradigm's lurking villains as he discovers the truth about 40 years ago.",https://cdn.myanimelist.net/images/anime/1/567.jpg
36652,"Adventure, Music, Comedy, Drama, School, Seinen",ピアノの森,TV,12,"Apr 9, 2018 to Jul 2, 2018",NHK,Unknown,Gaina,Manga,25 min. per ep.,PG-13 - Teens 13 or older,"A tranquil tale about two boys from very different upbringings. On one hand you have Kai, born as the son of a prostitute, who's been playing the abandoned piano in the forest near his home ever since he was young. And on the other you have Syuhei, practically breast-fed by the piano as the son of a family of prestigious pianists. Yet it is their common bond with the piano that eventually intertwines their paths in life.
 
(Source: KEFI)",https://cdn.myanimelist.net/images/anime/1501/91916.jpg
15451,"Action, Harem, Comedy, Demons, Romance, Ecchi, School",ハイスクールD×D NEW,TV,12,"Jul 7, 2013 to Sep 22, 2013","Genco, AT-X, Fujimi Shobo",Funimation,TNK,Light novel,24 min. per ep.,R+ - Mild Nudity,"The misadventures of Issei Hyoudou, high school pervert and aspiring Harem King, continue on in High School DxD New. As the members of the Occult Research Club carry out their regular activities, it becomes increasingly obvious that there is something wrong with their Knight, the usually composed and alert Yuuto Kiba. Soon, Issei learns of Kiba's dark, bloody past and its connection to the mysterious Holy Swords. Once the subject of a cruel experiment, Kiba now seeks revenge on all those who wronged him.

With the return of an old enemy, as well as the appearance of two new, Holy Sword-wielding beauties, it isn't long before Issei and his Devil comrades are plunged into a twisted plot once more.",https://cdn.myanimelist.net/images/anime/12/47729.jpg
12783,"Comedy, Ecchi, Harem, Sci-Fi, Shounen, Supernatural",そらのおとしものＦｉｎａｌ永遠の私の鳥籠［エターナルマイマスター］,Movie,1,"Apr 26, 2014",Nippon Columbia,Unknown,Production IMS,Manga,49 min.,PG-13 - Teens 13 or older,The second movie of Sora no Otoshimono that concludes the anime series.,https://cdn.myanimelist.net/images/anime/3/58059.jpg
35848,"Action, Mecha, Sci-Fi, Super Power",PROMARE（プロメア）,Movie,1,"May 24, 2019","Aniplex, Half H.P Studio, SANZIGEN, XFLAG, Toho Visual Entertainment, VV-ALKLINE, Deho Gallery",GKIDS,Trigger,Original,1 hr. 51 min.,PG-13 - Teens 13 or older,"Thirty years ago, a new race of flame-wielding mutants suddenly appeared, destroying a large portion of humanity. These so-called “Burnish” have continued to appear at random, leaving a trail of death and destruction in their wake.

The autonomous republic of Promepolis is a thriving nation thanks to the incredible efforts of their leader, Kray Foresight, against the Burnish. A team of firefighters known as the Burning Rescue is tasked with stopping these horrifying monsters, using the most performant technology available thanks to their incredible mechanic Lucia Fex. Galo Thymos is an energetic young man, who considers Foresight his hero for saving his life and is the rescue team's most recent recruit. 

A terrorist group calling themselves Mad Burnish has been causing havoc all over the nation. After an encounter with Mad Burnish leader Lio Fotia, Galo sets out on his fated journey to find the truth about these mutants, ultimately leading him to question everything he previously held to be true.",https://cdn.myanimelist.net/images/anime/1008/101845.jpg
34443,"Action, Martial Arts, Shounen",バキ,ONA,26,"Jun 25, 2018 to Dec 17, 2018",Unknown,Unknown,TMS Entertainment,Manga,24 min. per ep.,R - 17+ (violence & profanity),"After emerging victorious from a brutal underground tournament, Baki Hanma continues on his path to defeat his father, Yuujirou, the strongest man in the world. However, he gets no time to rest when the tournament runner, Tokugawa Mitsunari, visits him at school. He reveals to Baki that five incredibly dangerous death row inmates from around the world—all skilled in martial arts—have simultaneously escaped confinement and are heading to Tokyo, each wishing to finally know the taste of defeat. Tokugawa warns that, due to his well-known strength, Baki is bound to encounter them sooner or later, and he will not be their only target.

Adapting the first saga of the second manga series, Baki centers on the all-out war between the esteemed martial artists of Japan and those of the dark underground world.",https://cdn.myanimelist.net/images/anime/1979/93135.jpg
27663,"Sports, Romance, School, Shounen",ベイビーステップ 第2シリーズ,TV,25,"Apr 5, 2015 to Sep 20, 2015",NHK,Unknown,Studio Pierrot,Manga,24 min. per ep.,PG-13 - Teens 13 or older,"After having decided to play tennis at the professional level, Eiichirou Maruo now needs to convince his parents to support his decision. To do so, he makes a wager: if he cannot win the All-Japan Junior Tennis Tournament, he will give up on his dream. However, he will need to improve his skills quickly if he wants to qualify for the tournament and have any chance of defeating the best players in the country. For this reason, his new coach Ryuuhei Aoi suggests that Eiichirou travel abroad to train at the Florida Tennis Academy.

Baby Steps 2nd Season takes the action to America as Eiichirou begins his two-week training program, getting a taste of what tennis is like outside of Japan. With this exciting experience awaiting him, Eiichirou hopes that his training will get him closer to his goal of becoming a professional player.",https://cdn.myanimelist.net/images/anime/9/73683.jpg
73,"Action, Military, Mecha",フルメタル パニック！The Second Raid,TV,13,"Jul 14, 2005 to Oct 20, 2005","Kadokawa Shoten, Happinet Pictures","ADV Films, Funimation, Kadokawa Pictures USA",Kyoto Animation,Light novel,24 min. per ep.,R - 17+ (violence & profanity),"After overcoming various tumultuous events, mercenary sergeant Sousuke Sagara of Mithril and ""Whispered"" school girl Kaname Chidori return to their normal high school lives. Sousuke continues his efforts to assimilate with the civilian population and manage his mission at the same time, while Kaname attempts to support his endeavors (even though his antics often drive her up a wall). 

However, as their lives calm, new problems begin to appear. The appearance of an independent terrorist organization  known as Amalgam and internal conflicts within Mithril threaten to wreak unity into a series of failures and betrayals. And new, powerful Arm Slave models only worsen the situation when the world's peace is at stake. 

As Kaname and Sousuke face their own inner battles amidst life-threatening fights, will they be able to make the right choices and change their future?",https://cdn.myanimelist.net/images/anime/11/75261.jpg
36882,"Action, Adventure, Fantasy, Harem",ありふれた職業で世界最強,TV,13,"Jul 8, 2019 to Oct 7, 2019","AT-X, Sony Music Communications, Bushiroad, Toranoana, Hakuhodo DY Music & Pictures, Overlap, FuRyu, Bandai Namco Arts",Funimation,"Asread, White Fox",Light novel,23 min. per ep.,PG-13 - Teens 13 or older,"The ordinary life of 17-year-old otaku Hajime Nagumo is disrupted when he and his classmates are summoned to a fantasy world and tasked with saving mankind. While his classmates are gifted with impressive abilities useful in combat, Hajime is belittled for only gaining an inferior transmutation skill that lacks any real offensive power. 

During an expedition in the Great Orcus Labyrinth, Hajime is betrayed by one of his classmates, plummeting him to the bottom of an abyss. Though he survives the fall, Hajime is faced with menacing monsters and misfortunes that send him spiraling into a grim nightmare. Desperate to live and return home one day, he resolves to fight for his survival—only to meet an imprisoned vampire he names Yue, who is also seeking to escape the labyrinth. Taking an interest in him, Yue and a few others along the way accompany Hajime on his journey to find a way back home, while steadily transforming from commonplace to the world's strongest.",https://cdn.myanimelist.net/images/anime/1776/97682.jpg
40262,"Comedy, Sports, Drama, School, Shounen",ハイキュー!! 陸VS空,OVA,2,"Jan 22, 2020","TOHO animation, Shueisha",Unknown,Production I.G,Manga,22 min. per ep.,PG-13 - Teens 13 or older,"An intense battle rages on at the Tokyo Qualifiers for the three remaining spots in the national volleyball competition. Nekoma High School, Fukurodani High School, Nohebi Academy, and Itachiyama Academy all passionately strive to participate in the tournament. Despite various issues on the court, Nekoma especially wishes to prove they are worthy of moving on to the national level. 

As the teams aim to secure their place by overcoming both their opponents and their own weaknesses, the Tokyo Qualifiers determine which teams will reign victorious and join the national competition.",https://cdn.myanimelist.net/images/anime/1527/102671.jpg
36828,"Action, Sci-Fi",カリギュラ,TV,12,"Apr 8, 2018 to Jun 24, 2018","Pony Canyon, FuRyu","Discotek Media, Ponycan USA",Satelight,Game,23 min. per ep.,PG-13 - Teens 13 or older,"What is happiness? Ever the fan of psychology, questions such as this are ones that high school student Ritsu Shikishima likes to ponder as he spends his peaceful days with his friends. His perfect world, however, begins to unravel when he hears a strange voice obscured by static, pleading for help. This voice belongs to μ, a beloved pop idol, whose singing begins to have an adverse effect on the world. Before Ritsu's very eyes, the faces of his friends and family become distorted by glitches as the sound of μ's voice transforms them into Digiheads: berserk monsters bent on the extermination of all those who begin to awaken to the true nature of their existence.

Realizing that he is trapped in a virtual world created by μ called Mobius, Ritsu must now gather everyone else who has managed to realize the truth before they are all eliminated. Together, they will use their newfound powers and weapons granted by their emotions—known as the Catharsis Effect—to fight off the mysterious group known as The Ostinato Musicians as they struggle to escape.",https://cdn.myanimelist.net/images/anime/1910/93404.jpg
7647,"Comedy, Romance, Seinen",荒川アンダー ザ ブリッジ,TV,13,"Apr 5, 2010 to Jun 28, 2010","Square Enix, Starchild Records, Rakuonsha","NIS America, Inc.",Shaft,Manga,24 min. per ep.,PG-13 - Teens 13 or older,"Kou Ichinomiya is the son of a wealthy businessman who holds a firm belief in his elite status. As such, he is determined to avoid becoming indebted to anyone; but one day, after a run-in with some mischievous kids on Arakawa Bridge, he ends up falling into the river running underneath. Luckily for him, a passerby is there to save him—but now, he owes his life to this stranger!
 
Angered by this, Kou insists on paying her back, but this may just be the worst deal the arrogant businessman has ever made. The stranger—a stoic, tracksuit-wearing homeless girl known only as Nino—lives in a cardboard box under the bridge and wants only one thing: to fall in love. Asking Kou to be her boyfriend, he has no choice but to accept, forcing him to move out of his comfortable home and start a new life under the bridge!",https://cdn.myanimelist.net/images/anime/1019/98620.jpg
270,"Action, Horror, Supernatural, Vampire, Seinen",Hellsing [ヘルシング],TV,13,"Oct 11, 2001 to Jan 17, 2002","Fuji TV, Pioneer LDC","Funimation, Geneon Entertainment USA",Gonzo,Manga,23 min. per ep.,R - 17+ (violence & profanity),"Hellsing, an organization specializing in dealing with supernatural threats, is called in to eliminate a vampire that is turning the villagers of Cheddar into ghouls. To put an end to this, the leader of the organization, Sir Integra Fairbrook Wingates Hellsing, dispatches her most formidable asset: a powerful vampire known as Alucard.

Armed with only a single handgun, Alucard wreaks havoc on the monsters plaguing Cheddar. However, a young police officer, Seras Victoria, gets caught up in the chaos and becomes mortally wounded as a result. Taking pity on the girl, Alucard gives her a choice: die as a human or live on as a vampire. Seras accepts his offer and begins a new life as a member of Hellsing.

Though it was her decision, Seras struggles with the fact that she is no longer human. Nevertheless, she must embrace being a creature of the night soon if she wants to survive on the front lines in the fight between humans and the supernatural.",https://cdn.myanimelist.net/images/anime/10/19956.jpg
21603,"Sci-Fi, Comedy, Super Power, Supernatural, Romance",メカクシティアクターズ,TV,12,"Apr 13, 2014 to Jun 29, 2014","Aniplex, 1st PLACE, Tokyo MX, BS11",Aniplex of America,Shaft,Music,23 min. per ep.,PG-13 - Teens 13 or older,"On the hot summer day of August 14, Shintarou Kisaragi is forced to leave his room for the first time in two years. While arguing with the cyber girl Ene who lives in his computer, Shintarou Kisaragi accidentally spills soda all over his keyboard. Though they try to find a replacement online, most stores are closed due to the Obon festival, leaving them with no other choice but to visit the local department store. Venturing outside makes Shintarou extremely anxious, but the thought of living without his computer is even worse. It's just his luck that on the day he finally goes out, he's caught in a terrifying hostage situation.

Luckily, a group of teenagers with mysterious eye powers, who call themselves the ""Mekakushi Dan,"" assist Shintarou in resolving the situation. As a result, he is forced to join their group, along with Ene. Their abilities seem to be like pieces of a puzzle, connecting one another, and as each member's past is unveiled, the secret that ties them together is slowly brought to light.",https://cdn.myanimelist.net/images/anime/11/61519.jpg
37920,"Comedy, Romance, Seinen",上野さんは不器用,TV,12,"Jan 7, 2019 to Mar 25, 2019",Nippon Columbia,Sentai Filmworks,Lesprit,Manga,12 min. per ep.,PG-13 - Teens 13 or older,"As the head of her middle school's science club, it's only fitting that Ueno is also a brilliant inventor. With devices that can convert any liquid into drinkable water, deodorize the most foul smells, or even generate dark matter to be used as a means of concealment, it seems like nothing is beyond Ueno's capabilities. However, she doesn't invent these devices for the advancement of mankind. Rather, the one force that motivates her is love, the only phenomenon she can't quite figure out.

Ueno is head over heels for Tanaka, her nonchalant fellow club member. Yet, because she is too nervous to confess her love and he is too oblivious to notice her affection, her love life is completely stagnant. In Ueno's mind, if she could just expose him to perverted situations, then surely he'd get flustered and fall for her, right? Assisted by her stone-faced classmate and dedicated wingwoman Yamashita, Ueno employs her many inventions on Tanaka in a lewd manner in hopes that he may one day understand how she feels.",https://cdn.myanimelist.net/images/anime/1874/111374.jpg
20555,"Music, Slice of Life",そにアニ -SUPER SONICO THE ANIMATION-,TV,12,"Jan 6, 2014 to Mar 24, 2014","Genco, Pony Canyon, Movic, Half H.P Studio, AT-X, Nitroplus, KlockWorx, Showgate, Good Smile Company",Sentai Filmworks,White Fox,Other,23 min. per ep.,PG-13 - Teens 13 or older,"Super Sonico is a clutzy, adorable, and well-endowed 18-year old girl. She's a complete sucker for anything cute, especially stray cats, all of which she giddily adopts. However, though Sonico should be enjoying a carefree and simple lifestyle as a young college student, her life is really anything but easy: she must balance being a professional model, working part-time at her grandmother's restaurant, and practicing guitar and performing concerts with her friends Suzu Fujimi and Fuuri Watanuki in their band, First Astronomical Velocity—all while attending college. SoniAni: Super Sonico the Animation follows Sonico as she faces daunting challenges in her search for her place in the world, even when her days are brimming with love and happiness.",https://cdn.myanimelist.net/images/anime/3/56987.jpg
41168,"Comedy, Supernatural, Drama, Romance, School",泣きたい私は猫をかぶる,ONA,1,"Jun 18, 2020","Fuji TV, Toho, BS Fuji, TOHO animation, Universal Music Japan, Fuji Creative, Kadokawa, KDDI, Twin Engine, FILMONY, Dentsu Meitetsu Communications",Unknown,Studio Colorido,Original,1 hr. 44 min.,PG-13 - Teens 13 or older,"Miyo Sasaki is an energetic high school girl who comes from a broken family consisting of her unconfident father and an overly invested stepmother, whose attempts at connecting with Miyo come across as bothersome. Seeing Kento Hinode as a refuge from all her personal issues, she cannot help herself from forcing her unorthodox demonstrations of love onto her crush.

While Miyo is unable to get Kento's attention as herself, she manages to succeed by interacting with him in the form of a white cat, affectionately nicknamed ""Tarou"" by Kento. But Miyo soon realizes that she cannot help Kento with the various problems she overhears in her cat form and is now caught between two tough choices. Will she continue her relationship with him as a cat, or will she reveal her identity and risk what they have in order to help him as her human self?",https://cdn.myanimelist.net/images/anime/1045/106389.jpg
35639,"Slice of Life, Drama, Romance, School",Just Because!,TV,12,"Oct 5, 2017 to Dec 28, 2017","Sotsu, AT-X, BS Fuji, NBCUniversal Entertainment Japan, Tokyo MX, Moonbell, INCS toenter",Sentai Filmworks,Pine Jam,Original,23 min. per ep.,PG-13 - Teens 13 or older,"As another school year begins drawing to a close, the third-year high school students move steadily toward the next milestone of their lives: graduation. Among them are Mio Natsume, a girl burdened with lingering feelings; Hazuki Morikawa, a member of the concert band but distant from the others; and Haruto Souma, an athlete obsessed with baseball. Meanwhile, second-year student Ena Komiya seeks to revive the photography club to its former glory, refusing to let the organization be disbanded. Though this group lacks a strong connection with one another, their lives suddenly cross paths with the arrival of a third-year transfer student.

While a transfer so close to graduation is unusual for most, it is business as usual for Eita Izumi. Due to his father's work, he has never been able to stay in one place for very long. But as luck would have it, their most recent relocation has returned Eita to his hometown for his final semester of high school. For better or worse, it also sparks the rekindling of old relationships left behind in the past.

With graduation already causing its own share of anxieties, Eita's sudden arrival brings these students' carefree days to an abrupt end. Long-forgotten memories, deeply buried emotions, and inspiring new passions—everything is brought to light in their bittersweet final semester.",https://cdn.myanimelist.net/images/anime/10/88234.jpg
5420,"Drama, Fantasy, Slice of Life",獣の奏者エリン,TV,50,"Jan 10, 2009 to Dec 26, 2009",NHK,Unknown,"Production I.G, Trans Arts",Novel,25 min. per ep.,PG-13 - Teens 13 or older,"In the land of Ryoza, the neighboring provinces of Shin-Ou and Tai-Kou have been at peace. Queen Shinou is the ruler of Ryoza and her greatest general, Grand Duke Taikou, defends the kingdom with his army of powerful war-lizards known as the ""Touda."" Although the two regions have enjoyed a long-standing alliance, mounting tensions threaten to spark a fierce civil war.

Within Ake, a village in Tai-Kou tasked with raising the Grand Duke's army, lives Erin, a bright girl who spends her days watching the work of her mother Soyon, the village's head Touda doctor. But while under Soyon's care, a disastrous incident befalls the Grand Duke's strongest Touda, and the peace that Erin and her mother had been enjoying vanishes as Soyon is punished severely. In a desperate attempt to save her mother, Erin ends up falling in a river and is swept towards Shin-Ou.

Unable to return home, Erin must learn to lead a new life with completely different people, all while hunting for the truth of both beasts and humanity itself, with tensions between the two regions constantly escalating.",https://cdn.myanimelist.net/images/anime/9/19845.jpg
790,"Psychological, Mystery, Sci-Fi",エルゴプラクシー,TV,23,"Feb 25, 2006 to Aug 12, 2006","Geneon Universal Entertainment, WOWOW, Sakura Create","Funimation, Geneon Entertainment USA",Manglobe,Original,25 min. per ep.,R - 17+ (violence & profanity),"Within the domed city of Romdo lies one of the last human civilizations on Earth. Thousands of years ago, a global ecological catastrophe doomed the planet; now, life outside these domes is virtually impossible. To expedite mankind's recovery, ""AutoReivs,"" humanoid-like robots, have been created to assist people in their day-to-day lives. However, AutoReivs have begun contracting an enigmatic disease called the ""Cogito Virus,"" which grants them self-awareness. Re-l Mayer, the  granddaughter of Romdo's ruler, is assigned to investigate this phenomenon alongside her AutoReiv partner, Iggy. But what begins as a routine investigation quickly spirals into a conspiracy as Re-l is confronted by humanity's darkest sins.

Elsewhere in Romdo, an AutoReiv specialist by the name of Vincent Law must also face his demons when surreal events begin occurring around him. Re-l, Iggy, Vincent, and the child AutoReiv named Pino will form an unlikely faction as they struggle to uncover Romdo's mysteries and discover the true purpose of the mythical beings called ""Proxies.""",https://cdn.myanimelist.net/images/anime/1183/136187.jpg
4282,"Action, Mystery, Supernatural, Drama, Romance, Thriller",劇場版 空の境界 the Garden of sinners 第五章『矛盾螺旋』,Movie,1,"Aug 16, 2008",Notes,Aniplex of America,ufotable,Light novel,1 hr. 54 min.,R - 17+ (violence & profanity),"In November 1998, a double homicide occurs at the newly constructed Ogawa apartment complex in the heart of Mifune City. The murderer, Tomoe Enjou, has fled in a panic. To his astonishment, he is not pursued by the police and news of the incident has not been reported through media outlets. After Shiki Ryougi defends Tomoe from a group of thugs, she allows him to use her residence as a hideout. However, a few days later, Tomoe is shaken to discover that his mother is alive, even though he is convinced that he killed her.
 
Coincidentally, Mikiya Kokutou is investigating a tip that his associate Touko Aozaki receives regarding the murder at the unique apartment complex. As he uncovers more information about the incident, Mikiya takes a particular interest in Tomoe. Deciding to investigate him further, Mikiya soon discovers the disturbing truth of the foreboding Ogawa complex.

The fifth installment of the Kara no Kyoukai film series, Mujun Rasen combines an intricately constructed mystery with established themes and characters to produce a dark, thought-provoking story.",https://cdn.myanimelist.net/images/anime/1574/112838.jpg
42603,"Action, Shounen, Super Power",僕のヒーローアカデミア 生き残れ！決死のサバイバル訓練,ONA,2,"Aug 16, 2020",Unknown,Unknown,Bones,Manga,23 min. per ep.,PG-13 - Teens 13 or older,"In this brand-new adventure, some Class 1-A students are sent to hone their survival skills at a training course. Having yet to receive their provisional licenses, they're eager to cut loose and have a little fun.

They quickly discover that the danger they face is no simulation! It's going to take their combined training, teamwork, and quick thinking if they're going to pass this assignment! 

(Source: Funimation)",https://cdn.myanimelist.net/images/anime/1345/108741.jpg
3167,"Sci-Fi, Slice of Life",イヴの時間,ONA,6,"Aug 1, 2008 to Sep 18, 2009","Directions, Code, Trick Block",Unknown,Studio Rikka,Original,18 min. per ep.,PG-13 - Teens 13 or older,"In future Japan, in a time when android housekeepers have become commonplace, society strictly abides by the Three Laws of Robotics, which all androids must follow. Under the influence of the Robot Ethics Committee, androids are treated the same way as lesser technology, such as household appliances. However, a minority with an adoration for androids exists, categorized as ""android-holics,"" and are shunned by the general public.

Rikuo Sakisaka was raised to accept society's precept about androids, and is perfectly aware that they are not human. That is, until the day he discovers a strange message buried within the activity logs of his household android, Sammy. This leads him to Eve no Jikan, a cafe with only one rule that its patrons must adhere to: there must be no distinction made between humans and androids. Curiosity drives Rikuo to learn more about the shop, and he attempts to unearth the reason behind Sammy's peculiar behavior.",https://cdn.myanimelist.net/images/anime/13/19480.jpg
31737,"Sci-Fi, Harem, Comedy, Supernatural, Romance, Ecchi, Fantasy, School",学戦都市アスタリスク,TV,12,"Apr 2, 2016 to Jun 18, 2016","Aniplex, Animax, Movic, flying DOG, Bandai Namco Entertainment, Asahi Broadcasting",Aniplex of America,A-1 Pictures,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,"Gakusen Toshi Asterisk 2nd Season continues the story of Genestella students Ayato Amagiri and Julis-Alexia von Riessfeld, who have progressed to the next round of the Phoenix Festa after a long and strenuous battle with sisters Irene and Priscilla Urzaiz.

Despite Julis and Ayato's best attempts, the fact that Ayato's powers have been sealed is no longer a secret. Now at a major disadvantage, the duo must come up with a plan if they are to have any hope of winning the Phoenix Festa. Only one thing is for sure: the troubles heading their way are only going to get more insurmountable from here on.",https://cdn.myanimelist.net/images/anime/11/79107.jpg
33095,"Drama, Historical, Josei",昭和元禄落語心中～助六再び篇～,TV,12,"Jan 7, 2017 to Mar 25, 2017","Mainichi Broadcasting System, Kodansha, DAX Production, King Records",Unknown,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,"Even after having risen to the utmost rank of shin'uchi, Yotarou struggles to find his own identity in the world of rakugo. Caught between his master's teachings and the late Sukeroku's unique style, his performance lacks an important ingredient—ego. And while his popularity packs the theaters, he is but one of the few; rakugo is under threat of being eclipsed.

Meanwhile Yakumo, regarded by many as the last bastion of preserving the popularity of rakugo, struggles to cope with his elderly state. Even though his performances are still stellar, he fears that he is nearing his limits. His doubts grow stronger as an old friend creeps ever closer. Konatsu, for her part, attempts to raise her son as a single mother, which Yotarou is heavily opposed to. Instead, he seeks to persuade her to marry him and in turn raise her son as his own.

In Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen, the curtains fall on Yotarou and Yakumo's story, tasked with restoring the near-obsolete art form as well as overcoming their internal conflicts.",https://cdn.myanimelist.net/images/anime/1493/124765.jpg
38555,"Comedy, Drama, Romance, Fantasy, School",乙女ゲームの破滅フラグしかない悪役令嬢に転生してしまった…,TV,12,"Apr 5, 2020 to Jun 21, 2020","Mainichi Broadcasting System, Asmik Ace, King Records, Ichijinsha, Nichion",Unknown,SILVER LINK.,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,"Most people would prefer being the protagonist of a world full of adventure, be it in a game or in another world. But, unfortunately, a certain girl is not so lucky. Regaining the memories of her past life, she realizes that she was reborn in the world of Fortune Lover—one of the games she used to play.

Unfortunately, the character she was reincarnated into—Catarina Claes—is the game's main antagonist, who faces utter doom in every ending. Using her extensive knowledge of the game, she takes it upon herself to escape from the chains of this accursed destiny.

However, this will not be an easy feat, especially since she needs to be cautious as to not set off death flags that may speed up the impending doom she is trying to avoid. Even so, to make a change that will affect the lives of everyone around her, she strives—not as the heroine—but as the villainess.",https://cdn.myanimelist.net/images/anime/1483/107061.jpg
